ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
211635_x_at	0.809	0.0292313	-2.30455005	-3.68	-0.4500	IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1	immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 4 (G4m marker)///immunoglobulin heavy constant gamma 3 (G3m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant delta///immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1
201636_at	0.809	0.0292539	2.30419623	-3.68	0.3910	FXR1	FMR1 autosomal homolog 1
208752_x_at	0.809	0.0292806	2.30378129	-3.68	0.2120	NAP1L1	nucleosome assembly protein 1 like 1
225147_at	0.809	0.0292816	2.3037644	-3.68	0.3650	CYTH3	cytohesin 3
225982_at	0.809	0.0293049	2.30340177	-3.68	0.2070	UBTF	upstream binding transcription factor, RNA polymerase I
1560986_a_at	0.809	0.0293087	-2.30334297	-3.68	-0.1920		
233111_at	0.809	0.0293141	-2.30325961	-3.68	-0.1290	PTCSC1	papillary thyroid carcinoma susceptibility candidate 1 (non-protein coding)
231358_at	0.809	0.0293194	2.30317647	-3.68	0.1260	MRO	maestro
1568730_at	0.809	0.0293349	2.30293534	-3.68	0.1220	LOC101927256	uncharacterized LOC101927256
203303_at	0.809	0.0293565	2.30260028	-3.68	0.4180	DYNLT3	dynein light chain Tctex-type 3
236291_at	0.811	0.0294383	-2.3013293	-3.69	-0.3520	RDH5	retinol dehydrogenase 5
230292_at	0.811	0.0294696	-2.30084433	-3.69	-0.8210	LOC100996412	uncharacterized LOC100996412
208361_s_at	0.811	0.0294733	-2.30078726	-3.69	-0.2410	POLR3D	RNA polymerase III subunit D
200654_at	0.811	0.0295283	-2.29993678	-3.69	-0.4970	P4HB	prolyl 4-hydroxylase subunit beta
206611_at	0.811	0.029614	-2.29861279	-3.69	-0.1890	C2orf27A	chromosome 2 open reading frame 27A
212936_at	0.811	0.0296394	2.29822273	-3.69	0.2590	FAM172A	family with sequence similarity 172 member A
227181_at	0.811	0.0296573	-2.2979463	-3.69	-0.3460	LNP1	leukemia NUP98 fusion partner 1
237440_at	0.811	0.0296799	-2.2975982	-3.69	-0.1490		
210970_s_at	0.811	0.0296814	-2.29757498	-3.69	-0.3010	IBTK	inhibitor of Bruton tyrosine kinase
201821_s_at	0.811	0.0296913	-2.29742321	-3.69	-0.4440	TIMM17A	translocase of inner mitochondrial membrane 17 homolog A (yeast)
212375_at	0.811	0.0297116	2.29711152	-3.69	0.1700	EP400	E1A binding protein p400
224916_at	0.811	0.0297171	-2.29702561	-3.69	-0.3780	TMEM173	transmembrane protein 173
228544_s_at	0.811	0.0298086	2.29562171	-3.69	0.1930	PET117///KAT14	PET117 homolog///lysine acetyltransferase 14
222832_s_at	0.811	0.0298279	-2.29532544	-3.69	-0.2820	MFF	mitochondrial fission factor
240279_at	0.811	0.0298457	2.29505328	-3.69	0.3260		
208698_s_at	0.811	0.0299	-2.2942231	-3.69	-0.2720	NONO	non-POU domain containing, octamer-binding
228603_at	0.811	0.0299432	2.29356381	-3.69	0.3250	ACTR3	ARP3 actin related protein 3 homolog
232004_at	0.811	0.029972	2.2931231	-3.69	0.4000	HNRNPR	heterogeneous nuclear ribonucleoprotein R
220334_at	0.811	0.0299815	-2.29297831	-3.69	-0.1450	RGS17	regulator of G-protein signaling 17
232759_at	0.811	0.0299987	-2.29271615	-3.69	-0.3190		
1553906_s_at	0.811	0.0300065	2.29259823	-3.69	0.2510	FGD2	FYVE, RhoGEF and PH domain containing 2
222153_at	0.811	0.0300068	-2.29259379	-3.69	-0.1130	MYEF2	myelin expression factor 2
203195_s_at	0.811	0.0300395	2.29209501	-3.69	0.3060	NUP98	nucleoporin 98
204423_at	0.811	0.0300552	-2.29185619	-3.69	-0.3200	MKLN1	muskelin 1
221928_at	0.811	0.0301418	2.29054087	-3.7	0.3210	ACACB	acetyl-CoA carboxylase beta
219966_x_at	0.811	0.0301808	2.28994844	-3.7	0.2080	BANP	BTG3 associated nuclear protein
225300_at	0.811	0.03019	-2.28980985	-3.7	-0.4180	KNSTRN	kinetochore localized astrin/SPAG5 binding protein
228886_at	0.811	0.0302302	2.28920152	-3.7	0.3020	LRRC27	leucine rich repeat containing 27
206618_at	0.811	0.0302365	2.28910638	-3.7	0.3270	IL18R1	interleukin 18 receptor 1
205351_at	0.811	0.0302376	-2.28908954	-3.7	-0.1810	GGCX	gamma-glutamyl carboxylase
208941_s_at	0.811	0.0302605	-2.28874264	-3.7	-0.4380	SEPHS1	selenophosphate synthetase 1
208970_s_at	0.811	0.030275	-2.28852416	-3.7	-0.2000	UROD	uroporphyrinogen decarboxylase
202671_s_at	0.811	0.0302848	-2.28837561	-3.7	-0.7500	PDXK	pyridoxal (pyridoxine, vitamin B6) kinase
1556283_s_at	0.811	0.0302853	-2.28836807	-3.7	-0.7750	FGFR1OP2	FGFR1 oncogene partner 2
222416_at	0.811	0.0302993	-2.28815697	-3.7	-0.2810	ALDH18A1	aldehyde dehydrogenase 18 family member A1
224840_at	0.811	0.0303164	-2.28789874	-3.7	-0.8620	FKBP5	FK506 binding protein 5
202870_s_at	0.811	0.0303365	-2.28759512	-3.7	-1.0700	CDC20	cell division cycle 20
210183_x_at	0.811	0.0303372	-2.28758389	-3.7	-0.2060	PNN	pinin, desmosome associated protein
200757_s_at	0.811	0.0303525	-2.28735307	-3.7	-0.4860	CALU	calumenin
210563_x_at	0.811	0.0303988	-2.28665564	-3.7	-0.5880	CFLAR	CASP8 and FADD like apoptosis regulator
209868_s_at	0.811	0.0304096	2.28649267	-3.7	0.4850	RBMS1	RNA binding motif single stranded interacting protein 1
204817_at	0.811	0.030456	-2.28579605	-3.7	-0.3870	ESPL1	extra spindle pole bodies like 1, separase
202969_at	0.811	0.0304624	2.28569922	-3.7	0.3200	DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2
231628_s_at	0.811	0.0304862	-2.2853412	-3.7	-0.8890	SERPINB6	serpin family B member 6
64438_at	0.811	0.0305168	-2.28488235	-3.7	-0.1720	OGFOD3	2-oxoglutarate and iron dependent oxygenase domain containing 3
204900_x_at	0.811	0.0305345	-2.2846172	-3.7	-0.4610	SAP30	Sin3A associated protein 30
228420_at	0.811	0.0306094	2.28349417	-3.7	0.2350	PDCD2	programmed cell death 2
235668_at	0.811	0.0306346	-2.28311815	-3.7	-0.5080	PRDM1	PR/SET domain 1
211961_s_at	0.811	0.0306423	2.28300265	-3.7	0.2310	RAB7A	RAB7A, member RAS oncogene family
205339_at	0.811	0.0306486	-2.28290863	-3.7	-0.2480	STIL	SCL/TAL1 interrupting locus
243580_at	0.811	0.030697	-2.28218561	-3.7	-0.1350	GNA14	G protein subunit alpha 14
231428_at	0.811	0.0307009	-2.28212796	-3.7	-0.8780		
234973_at	0.811	0.0307067	-2.28204157	-3.7	-0.5250	SLC38A5	solute carrier family 38 member 5
202241_at	0.811	0.0307146	-2.28192349	-3.7	-1.0000	TRIB1	tribbles pseudokinase 1
226951_at	0.811	0.0307509	2.28138227	-3.7	0.2660	C2orf49	chromosome 2 open reading frame 49
216013_at	0.811	0.0307648	2.28117532	-3.7	0.1580	ZXDB	zinc finger, X-linked, duplicated B
227915_at	0.811	0.030765	-2.28117119	-3.7	-0.3630	ASB2	ankyrin repeat and SOCS box containing 2
201761_at	0.811	0.0308189	-2.28037003	-3.71	-0.7640	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase
226610_at	0.811	0.0308348	2.28013269	-3.71	0.2980	CENPV	centromere protein V
230631_s_at	0.811	0.0308408	2.28004404	-3.71	0.1890	IL10RB-AS1	IL10RB antisense RNA 1 (head to head)
225348_at	0.811	0.0309107	2.27900681	-3.71	0.2990	SRSF10	serine and arginine rich splicing factor 10
216698_x_at	0.811	0.0309118	-2.27898946	-3.71	-0.3300	OR7E12P	olfactory receptor family 7 subfamily E member 12 pseudogene
228427_at	0.811	0.0309141	-2.27895604	-3.71	-0.2420	FBXO16	F-box protein 16
209642_at	0.811	0.0309149	-2.27894366	-3.71	-0.7290	BUB1	BUB1 mitotic checkpoint serine/threonine kinase
1553759_at	0.811	0.0309398	2.27857577	-3.71	0.1330	MCM9	minichromosome maintenance 9 homologous recombination repair factor
218425_at	0.811	0.0309486	2.27844521	-3.71	0.2360	RNF216	ring finger protein 216
205291_at	0.811	0.031004	-2.27762534	-3.71	-0.4620	IL2RB	interleukin 2 receptor subunit beta
233230_s_at	0.811	0.0310431	2.27704674	-3.71	0.1410	SLAIN2	SLAIN motif family member 2
223454_at	0.811	0.0310984	2.27623	-3.71	0.3730	CXCL16	C-X-C motif chemokine ligand 16
224679_at	0.811	0.0311588	-2.27534031	-3.71	-0.4170	MESDC2	mesoderm development candidate 2
215214_at	0.811	0.0312215	-2.274418	-3.71	-0.6580	IGLC1	immunoglobulin lambda constant 1
227005_at	0.811	0.0312589	2.27386844	-3.71	0.2820	RPP14	ribonuclease P/MRP subunit p14
1555789_s_at	0.811	0.0312764	2.2736116	-3.71	0.2070	PHF23	PHD finger protein 23
229764_at	0.811	0.0313226	-2.27293502	-3.71	-0.2320	TPRG1	tumor protein p63 regulated 1
222565_s_at	0.811	0.0313286	2.27284663	-3.71	0.4870	PRKD3	protein kinase D3
222015_at	0.811	0.0313438	-2.27262438	-3.71	-0.2760	CSNK1E	casein kinase 1 epsilon
219013_at	0.811	0.0313978	2.27183346	-3.71	0.2290	GALNT11	polypeptide N-acetylgalactosaminyltransferase 11
219497_s_at	0.811	0.0314555	2.2709911	-3.71	0.4060	BCL11A	B-cell CLL/lymphoma 11A
201951_at	0.811	0.0314893	2.27049801	-3.72	0.3190	ALCAM	activated leukocyte cell adhesion molecule
208617_s_at	0.811	0.0314984	2.27036541	-3.72	0.1660	PTP4A2	protein tyrosine phosphatase type IVA, member 2
202442_at	0.811	0.0315288	2.26992183	-3.72	0.1840	AP3S1	adaptor related protein complex 3 sigma 1 subunit
238186_at	0.811	0.0315521	2.26958296	-3.72	0.2420		
221211_s_at	0.811	0.0315522	2.26958167	-3.72	0.2020	MAP3K7CL	MAP3K7 C-terminal like
204137_at	0.811	0.0315895	-2.2690386	-3.72	-0.2710	GPR137B	G protein-coupled receptor 137B
209939_x_at	0.811	0.0316598	-2.26801734	-3.72	-0.5620	CFLAR	CASP8 and FADD like apoptosis regulator
220232_at	0.811	0.0317056	-2.26735242	-3.72	-0.6400	SCD5	stearoyl-CoA desaturase 5
217484_at	0.811	0.0317391	2.26686784	-3.72	0.2700	CR1	complement component 3b/4b receptor 1 (Knops blood group)
1559715_at	0.811	0.0317765	-2.26632587	-3.72	-0.1720	LOC100507391	uncharacterized LOC100507391
1554516_at	0.811	0.0317908	-2.26612012	-3.72	-0.2200	LINC00537	long intergenic non-protein coding RNA 537
212660_at	0.811	0.0318549	2.26519427	-3.72	0.2520	JADE2	jade family PHD finger 2
238588_at	0.811	0.0318916	2.26466409	-3.72	0.1040		
240985_at	0.811	0.0319307	-2.26410102	-3.72	-0.1100		
230780_at	0.811	0.0319933	-2.26320083	-3.72	-0.2180	LINC00886	long intergenic non-protein coding RNA 886
222646_s_at	0.811	0.0319961	-2.26315938	-3.72	-0.5710	ERO1A	endoplasmic reticulum oxidoreductase 1 alpha
231616_at	0.811	0.0320153	2.26288442	-3.72	0.2660		
224827_at	0.811	0.0320387	2.26254772	-3.72	0.3790	UBTD2	ubiquitin domain containing 2
205324_s_at	0.811	0.0320508	-2.26237413	-3.72	-0.3250	FTSJ1	FtsJ RNA methyltransferase homolog 1 (E. coli)
235372_at	0.811	0.0321045	2.26160361	-3.72	0.2840	FCRLA	Fc receptor like A
209340_at	0.811	0.0321813	-2.26050538	-3.73	-0.7010	UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1
202941_at	0.811	0.0322017	-2.26021295	-3.73	-0.3260	NDUFV2	NADH:ubiquinone oxidoreductase core subunit V2
229870_at	0.811	0.0322332	-2.25976292	-3.73	-0.2520	LOC644656	uncharacterized LOC644656
205698_s_at	0.811	0.0322691	-2.25925046	-3.73	-0.5470	MAP2K6	mitogen-activated protein kinase kinase 6
218205_s_at	0.811	0.0322695	2.25924567	-3.73	0.2440	MKNK2	MAP kinase interacting serine/threonine kinase 2
205780_at	0.811	0.0322957	-2.25887171	-3.73	-0.6420	BIK	BCL2 interacting killer
205371_s_at	0.811	0.032305	-2.2587395	-3.73	-0.1060	DBT	dihydrolipoamide branched chain transacylase E2
219309_at	0.811	0.0323097	-2.25867197	-3.73	-0.1530	C22orf46	chromosome 22 open reading frame 46
213599_at	0.811	0.0323286	-2.25840245	-3.73	-0.3070	OIP5	Opa interacting protein 5
235692_at	0.811	0.0323292	2.25839385	-3.73	0.3250	SH3KBP1	SH3 domain containing kinase binding protein 1
206632_s_at	0.811	0.0324047	-2.25732061	-3.73	-1.2700	APOBEC3B	apolipoprotein B mRNA editing enzyme catalytic subunit 3B
226864_at	0.811	0.0324323	2.25692801	-3.73	0.3100	PKIA	protein kinase (cAMP-dependent, catalytic) inhibitor alpha
204493_at	0.811	0.0324799	-2.25625341	-3.73	-0.3650	BID	BH3 interacting domain death agonist
225574_at	0.811	0.0324899	2.25611053	-3.73	0.2370	RWDD4	RWD domain containing 4
213385_at	0.811	0.0324914	2.25609023	-3.73	0.2240	CHN2	chimerin 2
219681_s_at	0.811	0.0324935	2.25606051	-3.73	0.4140	RAB11FIP1	RAB11 family interacting protein 1
227624_at	0.811	0.0325159	2.2557428	-3.73	0.3010	TET2	tet methylcytosine dioxygenase 2
200805_at	0.811	0.032551	-2.2552458	-3.73	-0.5100	LMAN2	lectin, mannose binding 2
227470_at	0.811	0.0325682	2.25500272	-3.73	0.1320	ZNF48	zinc finger protein 48
1552942_at	0.811	0.0325848	-2.25476775	-3.73	-0.1690	LOC149373	uncharacterized LOC149373
212623_at	0.811	0.0326046	-2.25448847	-3.73	-0.3410	TMEM41B	transmembrane protein 41B
1563019_at	0.811	0.0326683	-2.25358827	-3.73	-0.1330	LOC101927071	uncharacterized LOC101927071
205650_s_at	0.811	0.032697	-2.2531841	-3.73	-0.1390	FGA	fibrinogen alpha chain
210313_at	0.811	0.032697	2.2531841	-3.73	0.5380	LILRA4	leukocyte immunoglobulin like receptor A4
202411_at	0.811	0.032718	-2.25288846	-3.73	-0.8340	IFI27	interferon alpha inducible protein 27
232060_at	0.811	0.0327458	2.25249587	-3.73	0.1320	ROR1	receptor tyrosine kinase like orphan receptor 1
223325_at	0.811	0.0327709	-2.25214316	-3.73	-0.6730	TXNDC11	thioredoxin domain containing 11
207205_at	0.811	0.0327746	-2.2520906	-3.73	-0.1540	CEACAM4	carcinoembryonic antigen related cell adhesion molecule 4
203358_s_at	0.811	0.032797	-2.2517767	-3.73	-0.5780	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit
221824_s_at	0.811	0.0328045	2.25167017	-3.73	0.1480	03/08	membrane associated ring-CH-type finger 8
225685_at	0.811	0.0328204	2.25144771	-3.73	0.3810	CDC42EP3	CDC42 effector protein 3
211115_x_at	0.811	0.0328932	-2.25042548	-3.74	-0.1520	GEMIN2	gem nuclear organelle associated protein 2
234477_at	0.811	0.0329093	-2.25020061	-3.74	-0.1790	IGHV4-31///IGHA1	immunoglobulin heavy variable 4-31///immunoglobulin heavy constant alpha 1
201827_at	0.811	0.0329419	2.24974423	-3.74	0.1640	SMARCD2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2
230408_at	0.811	0.0329605	-2.24948344	-3.74	-0.2290	PCGF3	polycomb group ring finger 3
214768_x_at	0.811	0.0329741	-2.24929317	-3.74	-0.6080	IGKC	immunoglobulin kappa constant
230312_at	0.811	0.0329986	-2.24895014	-3.74	-0.2800		
205147_x_at	0.811	0.0330329	2.24847172	-3.74	0.2790	NCF4	neutrophil cytosolic factor 4
224709_s_at	0.811	0.0330604	2.24808711	-3.74	0.1670	CDC42SE2	CDC42 small effector 2
204255_s_at	0.811	0.0330703	-2.24794975	-3.74	-0.4860	VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor
203092_at	0.811	0.0330827	-2.24777664	-3.74	-0.1760	TIMM44	translocase of inner mitochondrial membrane 44
1562412_at	0.811	0.0331708	-2.24654887	-3.74	-0.1980	GPR89B	G protein-coupled receptor 89B
222423_at	0.811	0.0331772	2.24646051	-3.74	0.2280	NDFIP1	Nedd4 family interacting protein 1
211010_s_at	0.811	0.0332097	2.24600764	-3.74	0.3030	NCR3	natural cytotoxicity triggering receptor 3
218598_at	0.811	0.0332201	-2.24586397	-3.74	-0.2780	RINT1	RAD50 interactor 1
221052_at	0.811	0.0332348	-2.24565973	-3.74	-0.1230	TDRKH	tudor and KH domain containing
225777_at	0.811	0.0332465	-2.24549691	-3.74	-0.2600	SAPCD2	suppressor APC domain containing 2
212005_at	0.811	0.0332479	2.24547754	-3.74	0.2850	SZRD1	SUZ RNA binding domain containing 1
216899_s_at	0.811	0.0332648	2.24524235	-3.74	0.4020	SKAP2	src kinase associated phosphoprotein 2
206016_at	0.811	0.0332905	2.2448871	-3.74	0.2130	CCDC22	coiled-coil domain containing 22
219283_at	0.811	0.0333032	-2.24470982	-3.74	-0.6850	C1GALT1C1	C1GALT1 specific chaperone 1
201331_s_at	0.811	0.0333147	2.24455049	-3.74	0.2280	STAT6	signal transducer and activator of transcription 6
225494_at	0.811	0.0333244	2.24441622	-3.74	0.2050	DYNLL2	dynein light chain LC8-type 2
223512_at	0.811	0.0333251	-2.24440754	-3.74	-0.4790	SAR1B	secretion associated Ras related GTPase 1B
1554733_at	0.811	0.0333714	-2.24376588	-3.74	-0.1350	LOC728175	uncharacterized LOC728175
214209_s_at	0.811	0.0333935	-2.2434604	-3.74	-0.7260	ABCB9	ATP binding cassette subfamily B member 9
228035_at	0.811	0.0334385	-2.24283873	-3.74	-0.2470	STK33	serine/threonine kinase 33
200808_s_at	0.811	0.033453	2.24263867	-3.74	0.2500	ZYX	zyxin
220007_at	0.811	0.0335254	2.24163946	-3.74	0.5630	METTL8	methyltransferase like 8
204020_at	0.811	0.033538	2.24146541	-3.74	0.2770	PURA	purine rich element binding protein A
219590_x_at	0.811	0.0335528	2.24126183	-3.74	0.2140	DPH5	diphthamide biosynthesis 5
232853_at	0.811	0.0335625	2.2411288	-3.74	0.2190		
210827_s_at	0.811	0.0335778	-2.24091841	-3.74	-0.1450	ELF3	E74 like ETS transcription factor 3
201762_s_at	0.811	0.0335902	-2.24074743	-3.74	-0.3870	MIR7703///PSME2	microRNA 7703///proteasome activator subunit 2
229809_at	0.811	0.033594	2.24069505	-3.74	0.3550	POU6F1	POU class 6 homeobox 1
214804_at	0.811	0.0335959	-2.24066882	-3.74	-0.1380	CENPI	centromere protein I
223070_at	0.811	0.0336441	-2.24000683	-3.75	-0.3500	SELK	selenoprotein K
203124_s_at	0.811	0.0336801	-2.23951176	-3.75	-0.3020	SLC11A2	solute carrier family 11 member 2
1560297_at	0.811	0.0336841	-2.23945731	-3.75	-0.3360		
228929_at	0.811	0.0336972	2.23927793	-3.75	0.2250	DNASE1	deoxyribonuclease 1
231894_at	0.811	0.0337561	-2.23846966	-3.75	-0.2710	SARS	seryl-tRNA synthetase
225008_at	0.811	0.0338609	2.23703761	-3.75	0.1410	ASPH	aspartate beta-hydroxylase
1561194_at	0.811	0.0339094	-2.23637499	-3.75	-0.1760		
237461_at	0.811	0.0339132	-2.23632345	-3.75	-0.8040	NLRP7	NLR family pyrin domain containing 7
229319_at	0.811	0.0339228	2.23619192	-3.75	0.4070		
213129_s_at	0.811	0.033929	-2.23610824	-3.75	-0.4620	LOC101060817///GCSH	glycine cleavage system H protein, mitochondrial-like///glycine cleavage system protein H
222993_at	0.811	0.033938	-2.23598483	-3.75	-0.2910	MRPL37	mitochondrial ribosomal protein L37
233969_at	0.811	0.0339639	-2.23563317	-3.75	-0.6280	IGLC1	immunoglobulin lambda constant 1
1555323_at	0.811	0.0339743	-2.23549133	-3.75	-0.1830	ABCB9	ATP binding cassette subfamily B member 9
208499_s_at	0.811	0.0339776	-2.23544576	-3.75	-0.6870	DNAJC3	DnaJ heat shock protein family (Hsp40) member C3
232635_at	0.811	0.03398	-2.23541348	-3.75	-0.4160	CEP128	centrosomal protein 128
223046_at	0.811	0.0340359	2.2346524	-3.75	0.2650	EGLN1	egl-9 family hypoxia inducible factor 1
224482_s_at	0.811	0.0340456	2.2345217	-3.75	0.3640	RAB11FIP4	RAB11 family interacting protein 4
242922_at	0.811	0.0340613	-2.23430847	-3.75	-0.3090	NOMO3	NODAL modulator 3
204836_at	0.811	0.034109	-2.23366095	-3.75	-1.1900	GLDC	glycine decarboxylase
201001_s_at	0.811	0.034123	-2.23347018	-3.75	-0.3040	TMEM189-UBE2V1///TMEM189///UBE2V2///UBE2V1	TMEM189-UBE2V1 readthrough///transmembrane protein 189///ubiquitin conjugating enzyme E2 V2///ubiquitin conjugating enzyme E2 V1
208982_at	0.811	0.0341328	2.2333376	-3.75	0.3500	PECAM1	platelet and endothelial cell adhesion molecule 1
225607_at	0.811	0.0341389	-2.23325461	-3.75	-0.2330	CCDC43	coiled-coil domain containing 43
236564_at	0.811	0.0341393	-2.23324957	-3.75	-0.1360		
206978_at	0.811	0.0341566	-2.23301435	-3.75	-1.0100	CCR2	C-C motif chemokine receptor 2
201274_at	0.811	0.0341693	-2.23284234	-3.75	-0.4370	PSMA5	proteasome subunit alpha 5
224986_s_at	0.811	0.0342027	2.23239027	-3.75	0.2000	LOC101060747///PDPK1	3-phosphoinositide-dependent protein kinase 1-like///3-phosphoinositide dependent protein kinase 1
212960_at	0.811	0.0342399	2.23188788	-3.75	0.4310	TBC1D9	TBC1 domain family member 9
235052_at	0.811	0.0342458	2.23180713	-3.75	0.2960	ZNF792	zinc finger protein 792
232983_s_at	0.811	0.0342472	2.23178912	-3.75	0.1970	SERGEF	secretion regulating guanine nucleotide exchange factor
216516_at	0.811	0.0342548	-2.23168604	-3.75	-0.1240		
240443_at	0.811	0.0342557	-2.23167411	-3.75	-0.2030		
218338_at	0.811	0.0343347	2.23060778	-3.75	0.3500	PHC1	polyhomeotic homolog 1
1561017_at	0.811	0.0343772	-2.23003489	-3.75	-0.1190		
214337_at	0.811	0.0344137	-2.22954345	-3.76	-0.1670	COPA	coatomer protein complex subunit alpha
219186_at	0.811	0.0344332	2.22928046	-3.76	0.1630	ZBTB7A	zinc finger and BTB domain containing 7A
1561143_at	0.811	0.0344501	-2.22905352	-3.76	-0.1070		
228159_at	0.811	0.0344602	2.2289175	-3.76	0.2160	WDFY2	WD repeat and FYVE domain containing 2
219270_at	0.811	0.0344699	-2.22878749	-3.76	-0.2390	CHAC1	ChaC glutathione specific gamma-glutamylcyclotransferase 1
235558_at	0.811	0.0345017	-2.22836016	-3.76	-0.1320	RBMS2	RNA binding motif single stranded interacting protein 2
224652_at	0.811	0.0345098	2.22825143	-3.76	0.2070	CCNY	cyclin Y
221521_s_at	0.811	0.0345242	-2.22805867	-3.76	-0.8600	GINS2	GINS complex subunit 2
213666_at	0.811	0.0345977	2.22707345	-3.76	0.2730	09/06	septin 6
210582_s_at	0.811	0.0346134	-2.22686308	-3.76	-0.2110	LIMK2	LIM domain kinase 2
202846_s_at	0.811	0.0346265	2.22668745	-3.76	0.1690	PIGC	phosphatidylinositol glycan anchor biosynthesis class C
224625_x_at	0.811	0.0346874	-2.22587243	-3.76	-0.2360	MIR1282///HYPK///SERF2	microRNA 1282///huntingtin interacting protein K///small EDRK-rich factor 2
219577_s_at	0.811	0.0346942	2.22578258	-3.76	0.2350	ABCA7	ATP binding cassette subfamily A member 7
201397_at	0.811	0.0347114	-2.22555262	-3.76	-0.5020	PHGDH	phosphoglycerate dehydrogenase
218213_s_at	0.811	0.0347316	-2.22528314	-3.76	-0.4780	TMEM258	transmembrane protein 258
217927_at	0.811	0.0347369	-2.22521234	-3.76	-0.3990	SPCS1	signal peptidase complex subunit 1
203484_at	0.811	0.0347886	-2.22452202	-3.76	-0.4460	SEC61G	Sec61 translocon gamma subunit
218924_s_at	0.811	0.0347976	-2.22440285	-3.76	-0.3150	CTBS	chitobiase
209688_s_at	0.811	0.0348808	2.22329516	-3.76	0.2550	CCDC93	coiled-coil domain containing 93
215156_at	0.811	0.0348818	2.22328171	-3.76	0.2930	WDR61	WD repeat domain 61
200755_s_at	0.811	0.0348998	-2.22304286	-3.76	-0.5820	CALU	calumenin
215548_s_at	0.811	0.0349091	-2.22291951	-3.76	-0.3530	SCFD1	sec1 family domain containing 1
203967_at	0.811	0.0349184	-2.22279541	-3.76	-0.2280	CDC6	cell division cycle 6
228632_at	0.811	0.0349275	-2.22267547	-3.76	-0.1350	MEG9	maternally expressed 9 (non-protein coding)
